Registered provider name;Head office location;Support_Cluster_Desc;Phone;Website;Email address;Head office address
;;Equipment Special Assess Setup;610438688556;;katemorris.speech@bigpond.com;2 Wendy Street, CARDIFF, NSW, 2285
;;Therapeutic Supports;610438688556;;katemorris.speech@bigpond.com;2 Wendy Street, CARDIFF, NSW, 2285
Mortels Sheepskin Factory Pty Ltd;THORNTON;Assist Prod-Pers Care/Safety;610249660990;www.mortels.com.au;allaboutsheepskins@mortels.com.au;Unit 3, 1 Hartley Drive, THORNTON, NSW, 2322
;;Other Innovative Supports;610249660990;www.mortels.com.au;allaboutsheepskins@mortels.com.au;Unit 3, 1 Hartley Drive, THORNTON, NSW, 2322
;;Personal Mobility Equipment;610249660990;www.mortels.com.au;allaboutsheepskins@mortels.com.au;Unit 3, 1 Hartley Drive, THORNTON, NSW, 2322
Motor Neurone Disease Association of NSW Inc;GLADESVILLE;Assist Prod-Pers Care/Safety;"+610288770999
(00) 00000000";www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
;;Assistive Equip-Recreation;+610288770999(00) 00000000;www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
;;Assistive Prod-Household Task;+610288770999(00) 00000000;www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
;;Assist-Life Stage, Transition;+610288770999(00) 00000000;www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
;;Comms & Info Equipment;+610288770999(00) 00000000;www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
;;Other Innovative Supports;+610288770999(00) 00000000;www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
;;Personal Mobility Equipment;+610288770999(00) 00000000;www.mndnsw.asn.au;admin@mndnsw.asn.au;Building 4, Old Gladesville Hospital, Victoria Road, GLADESVILLE, NSW, 2111
Mr Gregory Ronald Webster;CAVES BEACH;Household Tasks;;;;ADDRESS CONFIDENTIAL
MRG Health Professionals Pty Limited;ADAMSTOWN;Physical Wellbeing;;;mark@proactiverehab.com.au;Lot H (17), 132 Garden Grove Parade, ADAMSTOWN, NSW, 2289
Mrs Amanda Gay Harrison;KURRI KURRI;;"+610439706974
0000 000 000";;anangelstouchcleaning@exemail.com.au;169 Maitland Street, KURRI KURRI, NSW, 2327
Mrs Laura Vivienne Taylor;WAMBOIN;Assess-Skill, Ability, Needs;610414720531;;Laura@LTOT.com.au;145 Hogan Drive, WAMBOIN, NSW, 2620
;;Equipment Special Assess Setup;610414720531;;Laura@LTOT.com.au;145 Hogan Drive, WAMBOIN, NSW, 2620
;;Therapeutic Supports;610414720531;;Laura@LTOT.com.au;145 Hogan Drive, WAMBOIN, NSW, 2620
MTGDM Pty Ltd;HAMILTOM;Assist-Life Stage, Transition;610411234974;mind-the-gap.net.au;linda@mind-the-gap.net.au;188 Beaumont St, HAMILTOM, NSW, 2303
;;Plan Management;610411234974;mind-the-gap.net.au;linda@mind-the-gap.net.au;188 Beaumont St, HAMILTOM, NSW, 2303
Muddle, Terry Gordon;BROADMEADOW;Household Tasks;610432406024;;terrymuddle@gmail.com;2/8 Young Rd, BROADMEADOW, NSW, 2292
Mulder, Kimberly;GEORGETOWN;Assess-Skill, Ability, Needs;;;kimberlymulderspeechpathology@gmail.com;52 Christo Road, GEORGETOWN, NSW, 2298
;;Therapeutic Supports;;;kimberlymulderspeechpathology@gmail.com;52 Christo Road, GEORGETOWN, NSW, 2298
Muldoon, Nicholas;BELMONT;Household Tasks;;;;17 Pearce Avenue, BELMONT, NSW, 2280
Multiple Sclerosis Limited;LIDCOMBE;Assess-Skill, Ability, Needs;"+610398452745
(00) 00000000";www.ms.org.au;deborah.farrell@ms.org.au;80 Betty Cuthbert Drive, LIDCOMBE, NSW, 2141
;;Assist-Life Stage, Transition;+610398452745(00) 00000000;www.ms.org.au;deborah.farrell@ms.org.au;80 Betty Cuthbert Drive, LIDCOMBE, NSW, 2141
Murray, Andrew Stephen;LAMBTON;;610249529777;;admin@nph.net.au;20 Kendall Street, LAMBTON, NSW, 2299
Murray, Jennifer Lynne;THE HILL;Household Tasks;610402449613;;jennifer_maia124@hotmail.com;2 Mosbri Crescent, THE HILL, NSW, 2300
Muscular Dystrophy Association or New South Wales;SYDNEY;Accommodation/Tenancy;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Assist Access/Maintain Employ;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Assist-Life Stage, Transition;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Assist-Personal Activities;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Daily Tasks/Shared Living;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Other Innovative Supports;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Participate Community;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Therapeutic Supports;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
;;Training-Travel Independence;;;pene.hodge@mdnsw.org.au;5 Bay Drive, Meadowbank, SYDNEY, NSW, 2114
My Voice Pty Limited;NORTH BALGOWLAH;;;;dfrith@myvoice.net.au;24 Bangaroo St, NORTH BALGOWLAH, NSW, 2093
N.D Gook & R.J Gook;DIAMOND CREEK;Interpret/Translate;611300287526;www.auslanservices.com;admin@auslanservices.com;142 Everleigh Dve, DIAMOND CREEK, VIC, 3089
NADO Incorporated;ST MARYS;Accommodation/Tenancy;"+610296239855
(00) 0000 0000";www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Assist-Life Stage, Transition;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Assist-Personal Activities;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Daily Tasks/Shared Living;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Development-Life Skills;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Household Tasks;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Participate Community;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
;;Training-Travel Independence;+610296239855(00) 0000 0000;www.nado.org.au;BWilkie@nado.org.au;28 Gidley Street, ST MARYS, NSW, 2760
Neal McGovern;MOUNT HUTTON;Household Tasks;;;;16 Cowmeadow Road, MOUNT HUTTON, NSW, 2290
Neami Limited;ROSANNA;Assess-Skill, Ability, Needs;"+610394813277
(00) 00000000";www.neaminational.org.au;contracts@neaminational.org.au;247-249 Rosanna Road, ROSANNA, VIC, 3084
;;Assist-Life Stage, Transition;+610394813277(00) 00000000;www.neaminational.org.au;contracts@neaminational.org.au;247-249 Rosanna Road, ROSANNA, VIC, 3084
;;Development-Life Skills;+610394813277(00) 00000000;www.neaminational.org.au;contracts@neaminational.org.au;247-249 Rosanna Road, ROSANNA, VIC, 3084
;;Other Innovative Supports;+610394813277(00) 00000000;www.neaminational.org.au;contracts@neaminational.org.au;247-249 Rosanna Road, ROSANNA, VIC, 3084
;;Plan Management;+610394813277(00) 00000000;www.neaminational.org.au;contracts@neaminational.org.au;247-249 Rosanna Road, ROSANNA, VIC, 3084
NES Mobility Pty Ltd;ARMIDALE;;;;sales@wownewengland.com.au;Shop 1a, 140 Miller St, ARMIDALE, NSW, 2350
New Horizons Enterprises Ltd;CHARLESTOWN;Accommodation/Tenancy;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Assist Access/Maintain Employ;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Assist-Life Stage, Transition;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Assist-Personal Activities;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Behaviour Support;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Daily Tasks/Shared Living;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Development-Life Skills;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Household Tasks;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Participate Community;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Plan Management;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Therapeutic Supports;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
;;Training-Travel Independence;610240370400;www.newhorizons.net.au;mywellbeing@newhorizons.net.au;28 - 38 Smart Street, CHARLESTOWN, NSW, 2290
New Lake Peer Support Inc;MEREWETHER;Accommodation/Tenancy;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assess-Skill, Ability, Needs;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assist Access/Maintain Employ;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assist-Integrate School/Ed;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assistive Equip-Recreation;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assist-Life Stage, Transition;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assist-Personal Activities;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Assist-Travel/Transport;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Behaviour Support;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Daily Tasks/Shared Living;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Development-Life Skills;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Equipment Special Assess Setup;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Household Tasks;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Participate Community;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Therapeutic Supports;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
;;Training-Travel Independence;;;dianne@newlake.com.au;Alice Ferguson Community Centre, 30 Caldwell Street, MEREWETHER, NSW, 2291
New Vision Psychology Pty Ltd;HURSTVILLE;;"+610404134859
0000 000 000";www.newvisionpsychology.com.au;jeized@hotmail.com;Building 2, Level 6, Suite 262A, 7-11 The Avenue, HURSTVILLE, NSW, 2220
Newcastle Cleaners Pty Ltd;KAHIBAH;Household Tasks;"+610475798564
0000 000 000";www.newcastlecleaners.com.au;newcastlecleanersptyltd@gmail.com;ADDRESS CONFIDENTIAL
Newcastle Community Transport Group Inc;CARRINGTON;Assist-Travel/Transport;;;mail@newcastlect.com;10 Darvall Street, CARRINGTON, NSW, 2294
;;Vehicle modifications;;;mail@newcastlect.com;10 Darvall Street, CARRINGTON, NSW, 2294
Newcastle Meals on Wheels Inc;ADAMSTOWN;Household Tasks;;;manager@mow.net.au;273 Brunker Road, ADAMSTOWN, NSW, 2289
Newcastle NeuroHealth Pty Ltd;NEWCASTLE;;;;;205 Hunter Street, NEWCASTLE, NSW, 2263
Newcastle Paediatric Occupational Therapy;ADAMSTOWN;Assess-Skill, Ability, Needs;;;npot@idl.net.au;563 Glebe Rd, ADAMSTOWN, NSW, 2289
;;Early Childhood Supports;;;npot@idl.net.au;563 Glebe Rd, ADAMSTOWN, NSW, 2289
;;Therapeutic Supports;;;npot@idl.net.au;563 Glebe Rd, ADAMSTOWN, NSW, 2289
Newcastle Taxis Pty Ltd;HAMILTON;Assist-Travel/Transport;;;info@newcastletaxis.com.au;3-7 Chaucer Street, HAMILTON, NSW, 2303
Newcastle Temporary Care Limited;BROADMEADOW;Assess-Skill, Ability, Needs;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Assist-Integrate School/Ed;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Assistive Equip-Recreation;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Assist-Life Stage, Transition;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Assist-Personal Activities;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Assist-Travel/Transport;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Daily Tasks/Shared Living;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Development-Life Skills;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Early Childhood Supports;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Equipment Special Assess Setup;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Household Tasks;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Participate Community;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Therapeutic Supports;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
;;Training-Travel Independence;;;tempcare@bigpond.com;Suite 3, 33 Newton St, BROADMEADOW, NSW, 2292
Newcastle Westlake Social Club Inc;MARYLAND;;;;nwscinc@gmail.com;The Meeting Room, Maryland Conference Centre, 209 Maryland Drive, MARYLAND, NSW, 2287
NewsPsych Consultants Pty Ltd;COOKS HILL;Assess-Skill, Ability, Needs;;;reception@newpsych.com.au;15-19 Queen St, COOKS HILL, NSW, 2300
;;Behaviour Support;;;reception@newpsych.com.au;15-19 Queen St, COOKS HILL, NSW, 2300
;;Early Childhood Supports;;;reception@newpsych.com.au;15-19 Queen St, COOKS HILL, NSW, 2300
;;Therapeutic Supports;;;reception@newpsych.com.au;15-19 Queen St, COOKS HILL, NSW, 2300
Nextt Health P/L as Trustee for the Nextt Health Trust;MARYVILLE;Accommodation/Tenancy;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Assess-Skill, Ability, Needs;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Assist-Integrate School/Ed;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Assist-Life Stage, Transition;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Assist-Personal Activities;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Assist-Travel/Transport;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Behaviour Support;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Development-Life Skills;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Household Tasks;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Participate Community;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Therapeutic Supports;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
;;Training-Travel Independence;611300657915;http://www.nextt.com.au;reception@nextt.com.au;ADDRESS CONFIDENTIAL
Nilon, Shemuel Joash;BONNELLS BAY;Assist Access/Maintain Employ;610434721337;;shemnilon@gmail.com;47 Loftus Street, BONNELLS BAY, NSW, 2264
;;Assist-Personal Activities;610434721337;;shemnilon@gmail.com;47 Loftus Street, BONNELLS BAY, NSW, 2264
;;Assist-Travel/Transport;610434721337;;shemnilon@gmail.com;47 Loftus Street, BONNELLS BAY, NSW, 2264
;;Development-Life Skills;610434721337;;shemnilon@gmail.com;47 Loftus Street, BONNELLS BAY, NSW, 2264
;;Participate Community;610434721337;;shemnilon@gmail.com;47 Loftus Street, BONNELLS BAY, NSW, 2264
;;Training-Travel Independence;610434721337;;shemnilon@gmail.com;47 Loftus Street, BONNELLS BAY, NSW, 2264
Nolan, Sean Francis;THE JUNCTION;Therapeutic Supports;;;sound.works@optusnet.com.au;39 Kenrick Street, THE JUNCTION, NSW, 2291
North West Disability Service Inc.;BAULKHAM HILLS;;;;;ADDRESS CONFIDENTIAL
Northern Settlement Services Limited;HAMILTON;;;;nss@nsservices.com.au;8 Chaucer Street, HAMILTON, NSW, 2303
Novacare Community Services Limited;NEWCASTLE;Assess-Skill, Ability, Needs;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Assist-Personal Activities;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Assist-Travel/Transport;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Community Nursing Care;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Development-Life Skills;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Equipment Special Assess Setup;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Household Tasks;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Other Innovative Supports;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Participate Community;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Plan Management;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Training-Travel Independence;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
;;Vehicle modifications;611300363654;;josephm@novacare.org.au;564 Hunter Street, NEWCASTLE, NSW, 2300
NU Moves Physiotherapy Pty Ltd;CALLAGHAN;Assess-Skill, Ability, Needs;;;admin@numovesphysiotherapy.com.au;2nd Floor The Forum Sports & Aquatic Centre, University Drive, CALLAGHAN, NSW, 2308
;;Physical Wellbeing;;;admin@numovesphysiotherapy.com.au;2nd Floor The Forum Sports & Aquatic Centre, University Drive, CALLAGHAN, NSW, 2308
;;Therapeutic Supports;;;admin@numovesphysiotherapy.com.au;2nd Floor The Forum Sports & Aquatic Centre, University Drive, CALLAGHAN, NSW, 2308
Nunns, Anne;NEW LAMBTON;Personal Mobility Equipment;;;newcastle@comfortandfit.com.au;1 / 236 Lambton Road, NEW LAMBTON, NSW, 2305
Nursing Group Pty Ltd;NEWCASTLE;Assist-Personal Activities;610287787777;www.caseycentre.com.au;info@nursinggroup.com.au;Suite 77, 164-170 Hunter Street, NEWCASTLE, NSW, 2300
;;Development-Life Skills;610287787777;www.caseycentre.com.au;info@nursinggroup.com.au;Suite 77, 164-170 Hunter Street, NEWCASTLE, NSW, 2300
;;Household Tasks;610287787777;www.caseycentre.com.au;info@nursinggroup.com.au;Suite 77, 164-170 Hunter Street, NEWCASTLE, NSW, 2300
Nursing Port Stephens Pty Ltd;SALAMANDER BAY;Assist-Personal Activities;610249814404;www.nursingportstephens.com.au;tns_nps@ozemail.com.au;184 Soldiers Point Road, SALAMANDER BAY, NSW, 2317
;;Assist-Travel/Transport;610249814404;www.nursingportstephens.com.au;tns_nps@ozemail.com.au;184 Soldiers Point Road, SALAMANDER BAY, NSW, 2317
;;Community Nursing Care;610249814404;www.nursingportstephens.com.au;tns_nps@ozemail.com.au;184 Soldiers Point Road, SALAMANDER BAY, NSW, 2317
;;Household Tasks;610249814404;www.nursingportstephens.com.au;tns_nps@ozemail.com.au;184 Soldiers Point Road, SALAMANDER BAY, NSW, 2317
;;Participate Community;610249814404;www.nursingportstephens.com.au;tns_nps@ozemail.com.au;184 Soldiers Point Road, SALAMANDER BAY, NSW, 2317
Occupational Health Professionals Pty Ltd;NEWCASTLE;;611300724502;www.ohp.com.au;admin@ohp.com.au;Level 1, Suite 2, 113 - 131 Hunter St, NEWCASTLE, NSW, 2300
O'Connell, Nicole;RUTHERFORD;;;;heavensentcleaningservices@bigpond.com;37A Kelly Circle, RUTHERFORD, NSW, 2320
Oracle Psychology Pty Ltd;NEWCASTLE;Assess-Skill, Ability, Needs;610249292223;www.oraclepsychology.com.au;admin@oraclepsychology.com.au;Suite 23, Level 5, 19 Bolton St, NEWCASTLE, NSW, 2300
;;Behaviour Support;610249292223;www.oraclepsychology.com.au;admin@oraclepsychology.com.au;Suite 23, Level 5, 19 Bolton St, NEWCASTLE, NSW, 2300
;;Early Childhood Supports;610249292223;www.oraclepsychology.com.au;admin@oraclepsychology.com.au;Suite 23, Level 5, 19 Bolton St, NEWCASTLE, NSW, 2300
;;Therapeutic Supports;610249292223;www.oraclepsychology.com.au;admin@oraclepsychology.com.au;Suite 23, Level 5, 19 Bolton St, NEWCASTLE, NSW, 2300
Orr, Julie Sharon;REDHEAD;Assess-Skill, Ability, Needs;610424029621;www.juliesorr.com;julieorr@outlook.com;3A Elandale Place, REDHEAD, NSW, 2290
;;Early Childhood Supports;610424029621;www.juliesorr.com;julieorr@outlook.com;3A Elandale Place, REDHEAD, NSW, 2290
;;Equipment Special Assess Setup;610424029621;www.juliesorr.com;julieorr@outlook.com;3A Elandale Place, REDHEAD, NSW, 2290
;;Therapeutic Supports;610424029621;www.juliesorr.com;julieorr@outlook.com;3A Elandale Place, REDHEAD, NSW, 2290
Ourcare Services Limited;SINGLETON;;610265712300;www.ourcare.org.au;ladie@ourcare.org.au;Corner of William and Bathurts Streets, SINGLETON, NSW, 2330
